a : -9.1277, 0 -> 4
b : -2.8356, 0 -> 1
c : 1.0773, 0 -> 2
d : -1.8061, 0 -> 1
a : -8.4930, 1 -> 2
b : -0.9314, 1 -> 3
c : 7.4676, 1 -> 3
d : 9.7353, 1 -> 4
a : -8.8064, 2 -> 7
b : -9.8710, 2 -> 1
c : -2.0082, 2 -> 1
d : 6.4066, 2 -> 7
a : -7.3423, 3 -> 6
b : 9.9090, 3 -> 5
c : -6.8354, 3 -> 4
d : -4.8483, 3 -> 3
a : 6.2327, 4 -> 5
b : -2.2428, 4 -> 0
c : 7.3657, 4 -> 2
d : -2.5784, 4 -> 0
a : 1.9143, 5 -> 4
b : 3.1576, 5 -> 2
c : 0.5416, 5 -> 2
d : -9.5047, 5 -> 1
a : 7.0194, 6 -> 5
b : 1.1386, 6 -> 6
c : 1.7155, 6 -> 0
d : 9.1540, 6 -> 0
a : -8.4304, 7 -> 4
b : -8.6630, 7 -> 3
c : -2.9108, 7 -> 4
d : 9.9437, 7 -> 5
a : 1.2134, 0 -> 3
b : -9.0229, 0 -> 7
d : 4.5941, 1 -> 3
c : 4.5842, 1 -> 5
d : 0.1958, 2 -> 0
c : -6.2071, 2 -> 1
a : 3.4286, 3 -> 2
b : -4.8896, 3 -> 6
c : -6.7997, 4 -> 1
d : -6.0555, 4 -> 2
b : -0.3430, 5 -> 7
c : 7.2373, 5 -> 5
d : -1.7802, 6 -> 5
c : -2.0929, 6 -> 0
c : 0.0980, 7 -> 6
d : -6.0760, 7 -> 1
