a : -4.0241, 0 -> 0
b : 3.2660, 0 -> 5
c : -0.5065, 0 -> 6
d : 8.9501, 0 -> 7
a : -1.1483, 1 -> 6
b : -0.7065, 1 -> 1
c : -3.8852, 1 -> 4
d : 5.6489, 1 -> 7
a : -6.9387, 2 -> 7
b : -9.9207, 2 -> 0
c : -4.5665, 2 -> 2
d : 7.2230, 2 -> 2
a : -6.0198, 3 -> 2
b : 9.3526, 3 -> 2
c : -1.9959, 3 -> 5
d : 5.6295, 3 -> 3
a : 9.5918, 4 -> 2
b : -3.7079, 4 -> 2
c : -6.9584, 4 -> 4
d : 0.7733, 4 -> 6
a : 7.1915, 5 -> 2
b : -7.1178, 5 -> 7
c : 0.0921, 5 -> 4
d : 6.7123, 5 -> 4
a : -2.0142, 6 -> 0
b : -5.0901, 6 -> 6
c : 4.8571, 6 -> 5
d : -0.2428, 6 -> 0
a : -4.3059, 7 -> 4
b : 0.5317, 7 -> 2
c : -0.9055, 7 -> 7
d : -8.9830, 7 -> 5
d : -2.2220, 0 -> 4
b : 3.0779, 0 -> 5
c : -2.0306, 1 -> 5
a : -6.3281, 1 -> 0
b : -9.0890, 2 -> 7
b : 7.5048, 2 -> 3
b : -7.0700, 3 -> 0
b : -7.1317, 3 -> 3
a : 3.4760, 4 -> 6
a : -0.2095, 4 -> 4
b : -3.7137, 5 -> 4
d : 6.9169, 5 -> 2
d : 8.5506, 6 -> 4
c : -8.1717, 6 -> 2
c : -9.8183, 7 -> 5
a : 9.6627, 7 -> 6
d : 9.9160, 3 -> 1
