a : 1.1585, 0 -> 3
b : -9.4363, 0 -> 3
c : 7.7517, 0 -> 2
d : -4.4657, 0 -> 3
a : 7.3695, 1 -> 2
b : -9.2461, 1 -> 5
c : 2.0839, 1 -> 3
d : -1.8522, 1 -> 1
a : -7.2971, 2 -> 6
b : -1.6352, 2 -> 2
c : 0.3909, 2 -> 1
d : -5.8077, 2 -> 6
a : 9.0120, 3 -> 7
b : -3.5611, 3 -> 2
c : -4.8892, 3 -> 4
d : -0.7252, 3 -> 1
a : -6.2127, 4 -> 7
b : -6.8408, 4 -> 3
c : 4.8695, 4 -> 0
d : 2.5571, 4 -> 4
a : 9.6767, 5 -> 1
b : -3.8443, 5 -> 0
c : 0.0635, 5 -> 6
d : -9.6517, 5 -> 7
a : 7.0495, 6 -> 5
b : -0.4011, 6 -> 6
c : -6.8190, 6 -> 1
d : 0.2669, 6 -> 1
a : -9.2988, 7 -> 4
b : 2.1897, 7 -> 1
c : -0.4134, 7 -> 7
d : -3.0161, 7 -> 0
c : -0.4532, 0 -> 2
b : -1.6562, 0 -> 2
c : -6.4976, 1 -> 2
d : -0.9676, 1 -> 3
d : 7.4325, 2 -> 1
c : 7.4798, 2 -> 2
b : -4.8217, 3 -> 5
d : 0.0976, 3 -> 4
a : -6.5320, 4 -> 0
b : 1.2142, 4 -> 4
c : 7.5264, 5 -> 4
c : 1.8727, 5 -> 1
a : 4.6634, 6 -> 3
d : 4.0278, 6 -> 7
b : 8.1268, 7 -> 1
d : -5.1670, 7 -> 0
