a : 1.2574, 0 -> 7
b : 3.3708, 0 -> 3
c : 8.5319, 0 -> 0
d : 0.6032, 0 -> 4
a : 5.8832, 1 -> 0
b : -2.4331, 1 -> 1
c : 2.5492, 1 -> 5
d : 2.4150, 1 -> 6
a : 4.6052, 2 -> 6
b : 1.4266, 2 -> 1
c : 4.6357, 2 -> 2
d : -3.7061, 2 -> 6
a : 6.3537, 3 -> 4
b : 2.9702, 3 -> 2
c : -2.2333, 3 -> 2
d : -9.7180, 3 -> 1
a : -9.0376, 4 -> 4
b : 6.4702, 4 -> 5
c : -9.0022, 4 -> 2
d : -5.1968, 4 -> 6
a : -3.5145, 5 -> 5
b : 4.1636, 5 -> 0
c : 9.7604, 5 -> 3
d : 2.5985, 5 -> 1
a : -5.8698, 6 -> 1
b : -4.2787, 6 -> 1
c : -0.7693, 6 -> 7
d : 4.1755, 6 -> 5
a : 3.7379, 7 -> 6
b : 0.2262, 7 -> 1
c : 3.2412, 7 -> 0
d : 9.7167, 7 -> 0
a : -8.9636, 0 -> 3
d : -1.8957, 0 -> 7
c : -1.8745, 1 -> 5
a : 2.5901, 1 -> 7
a : 7.3159, 2 -> 7
c : 7.8672, 2 -> 6
d : 2.3828, 3 -> 1
d : -9.1525, 3 -> 7
b : -5.8868, 4 -> 1
b : 2.8832, 4 -> 3
a : 0.8445, 5 -> 6
a : 3.4175, 5 -> 0
c : 0.7567, 6 -> 1
c : -6.0580, 6 -> 1
a : -1.9437, 7 -> 5
b : 0.2840, 7 -> 5
