a : 8.0952, 0 -> 1
b : 3.9570, 0 -> 3
c : -1.1794, 0 -> 2
d : 9.1978, 0 -> 0
a : -4.2381, 1 -> 2
b : 0.6197, 1 -> 4
c : -8.0792, 1 -> 4
d : 7.1613, 1 -> 0
a : -6.2237, 2 -> 0
b : 7.5674, 2 -> 2
c : 5.8312, 2 -> 7
d : 4.8450, 2 -> 4
a : 1.3988, 3 -> 2
b : -1.4641, 3 -> 2
c : 8.5934, 3 -> 0
d : -8.0431, 3 -> 4
a : -6.7657, 4 -> 7
b : -9.6859, 4 -> 5
c : -3.2299, 4 -> 5
d : 1.9770, 4 -> 1
a : -9.9459, 5 -> 1
b : 4.5087, 5 -> 1
c : 5.4649, 5 -> 5
d : -4.6036, 5 -> 2
a : 0.1238, 6 -> 6
b : 9.7125, 6 -> 3
c : -2.2303, 6 -> 0
d : 0.6165, 6 -> 7
a : -8.8750, 7 -> 1
b : 9.6544, 7 -> 7
c : -7.0817, 7 -> 7
d : -7.4064, 7 -> 3
c : 9.3036, 0 -> 6
d : -0.1041, 0 -> 7
d : -9.3980, 1 -> 5
d : 6.9868, 1 -> 3
a : -9.4999, 2 -> 5
a : -4.2237, 2 -> 6
c : -8.3957, 3 -> 5
d : 7.4949, 3 -> 5
d : -0.5530, 4 -> 6
c : 2.1013, 4 -> 7
a : -5.5141, 5 -> 4
d : -4.0625, 5 -> 5
a : -7.2836, 6 -> 2
a : -7.4355, 6 -> 3
a : -6.4408, 7 -> 1
d : 3.4757, 7 -> 3
