a : -4.1154, 0 -> 7
b : -0.7365, 0 -> 5
c : 5.4287, 0 -> 4
d : 3.2926, 0 -> 3
a : 1.6782, 1 -> 1
b : 7.6808, 1 -> 2
c : -8.5860, 1 -> 3
d : -3.1306, 1 -> 6
a : 3.6061, 2 -> 4
b : -8.0012, 2 -> 4
c : -3.6245, 2 -> 4
d : 9.2782, 2 -> 2
a : -5.6753, 3 -> 6
b : -2.2917, 3 -> 2
c : -0.4008, 3 -> 4
d : 8.2291, 3 -> 6
a : 8.0603, 4 -> 1
b : 6.1086, 4 -> 6
c : -9.7230, 4 -> 1
d : -0.0572, 4 -> 0
a : -7.6844, 5 -> 0
b : -6.5281, 5 -> 2
c : -6.9246, 5 -> 1
d : -1.9948, 5 -> 2
a : 7.9376, 6 -> 3
b : 1.6401, 6 -> 1
c : 7.2109, 6 -> 3
d : -9.0692, 6 -> 0
a : 8.6905, 7 -> 1
b : 1.0544, 7 -> 1
c : 1.5433, 7 -> 7
d : -6.7998, 7 -> 0
a : -8.7543, 0 -> 0
d : -7.2894, 0 -> 6
d : 1.7379, 1 -> 0
a : -5.0021, 1 -> 1
b : -1.4544, 2 -> 6
c : -4.6728, 2 -> 1
b : -8.3033, 3 -> 7
d : 2.8525, 3 -> 7
a : -4.5562, 4 -> 5
c : -8.9142, 4 -> 0
a : -7.9923, 5 -> 5
b : 2.5320, 5 -> 0
a : -2.7005, 6 -> 1
c : 6.1022, 6 -> 3
d : -3.9859, 7 -> 6
d : 3.5200, 7 -> 3
