a : 4.2308, 0 -> 2
b : 2.7849, 0 -> 5
c : 3.8299, 0 -> 1
d : 1.7544, 0 -> 7
a : -8.6851, 1 -> 0
b : 3.1982, 1 -> 3
c : 2.3016, 1 -> 5
d : 3.5832, 1 -> 2
a : -3.4425, 2 -> 0
b : -7.4241, 2 -> 4
c : 1.6646, 2 -> 1
d : -0.6052, 2 -> 0
a : -5.3314, 3 -> 7
b : 7.2125, 3 -> 0
c : 2.2739, 3 -> 5
d : -1.1284, 3 -> 4
a : -1.2634, 4 -> 0
b : 0.3460, 4 -> 0
c : -5.6809, 4 -> 4
d : 1.0683, 4 -> 6
a : -5.4522, 5 -> 5
b : -4.5348, 5 -> 5
c : -6.0532, 5 -> 5
d : 8.0999, 5 -> 4
a : 7.4884, 6 -> 6
b : -7.9907, 6 -> 4
c : -1.8281, 6 -> 5
d : 3.9387, 6 -> 4
a : 1.0353, 7 -> 3
b : -4.1144, 7 -> 2
c : 8.5394, 7 -> 5
d : -3.0178, 7 -> 0
c : 7.5136, 0 -> 4
a : 9.4121, 0 -> 2
b : 7.8155, 1 -> 1
b : -3.7882, 1 -> 7
d : -2.5780, 2 -> 4
c : 4.8315, 2 -> 5
c : -5.1304, 3 -> 2
b : -4.1270, 3 -> 6
d : 1.0441, 4 -> 5
c : 7.1550, 4 -> 2
c : 6.4650, 5 -> 7
b : 6.2286, 5 -> 4
c : -7.3435, 6 -> 5
d : -5.5591, 6 -> 6
d : 1.7221, 7 -> 6
a : 4.0069, 7 -> 3
