a : -9.3887, 0 -> 5
b : 2.1282, 0 -> 0
c : -6.1931, 0 -> 5
d : 9.1452, 0 -> 4
a : -0.6531, 1 -> 3
b : -4.2410, 1 -> 4
c : -3.6248, 1 -> 2
d : -5.2487, 1 -> 7
a : 6.3019, 2 -> 3
b : -0.4572, 2 -> 2
c : -7.5401, 2 -> 6
d : 1.2428, 2 -> 0
a : 9.2136, 3 -> 7
b : 2.6474, 3 -> 6
c : 6.0443, 3 -> 2
d : -2.3896, 3 -> 4
a : 3.1175, 4 -> 1
b : 2.4574, 4 -> 0
c : -2.9080, 4 -> 1
d : 5.3663, 4 -> 5
a : 0.4350, 5 -> 0
b : -3.1737, 5 -> 4
c : -7.5545, 5 -> 6
d : 6.5315, 5 -> 7
a : -2.5978, 6 -> 1
b : 7.9499, 6 -> 1
c : -6.8938, 6 -> 7
d : 1.4157, 6 -> 2
a : -7.4791, 7 -> 6
b : 7.1714, 7 -> 7
c : 7.7606, 7 -> 4
d : 7.3966, 7 -> 7
d : 4.4615, 0 -> 5
c : -6.1321, 0 -> 7
d : -6.6831, 1 -> 7
d : 3.3419, 1 -> 4
a : -7.4175, 2 -> 2
a : 0.0202, 2 -> 3
c : -4.2671, 3 -> 7
a : -5.7022, 3 -> 1
b : -6.7889, 4 -> 3
d : -7.8477, 4 -> 6
b : -8.4745, 5 -> 0
d : -6.2520, 5 -> 7
a : 9.0852, 6 -> 1
d : -4.9661, 6 -> 4
c : 0.9595, 7 -> 6
b : 3.7841, 7 -> 5
