a : -342.0000, 0 -> 1
b : -871.0000, 0 -> 1
c : 306.0000, 0 -> 2
d : -601.0000, 0 -> 0
a : -789.0000, 1 -> 0
b : 661.0000, 1 -> 4
c : -195.0000, 1 -> 0
d : 170.0000, 1 -> 4
a : 220.0000, 2 -> 0
b : 564.0000, 2 -> 4
c : 257.0000, 2 -> 4
d : -632.0000, 2 -> 2
a : 221.0000, 3 -> 0
b : -520.0000, 3 -> 3
c : 750.0000, 3 -> 1
d : 914.0000, 3 -> 4
a : 948.0000, 4 -> 3
b : -389.0000, 4 -> 2
c : 666.0000, 4 -> 1
d : -798.0000, 4 -> 2
a : 728.0000, 0 -> 3
c : 2.0000, 0 -> 4
b : -552.0000, 1 -> 2
c : 468.0000, 1 -> 1
b : -41.0000, 2 -> 1
d : -233.0000, 2 -> 1
d : 746.0000, 3 -> 0
d : -120.0000, 3 -> 3
d : 486.0000, 4 -> 4
b : 460.0000, 4 -> 0
