a : -393.0000, 0 -> 0
b : -80.0000, 0 -> 2
c : 585.0000, 0 -> 1
d : -700.0000, 0 -> 2
a : 915.0000, 1 -> 2
b : 715.0000, 1 -> 2
c : 359.0000, 1 -> 3
d : 976.0000, 1 -> 3
a : 794.0000, 2 -> 1
b : -236.0000, 2 -> 0
c : -148.0000, 2 -> 2
d : 705.0000, 2 -> 2
a : -743.0000, 3 -> 2
b : 41.0000, 3 -> 0
c : 645.0000, 3 -> 3
d : 137.0000, 3 -> 1
b : -450.0000, 0 -> 1
b : 746.0000, 0 -> 0
d : -94.0000, 1 -> 2
a : -912.0000, 1 -> 0
d : -158.0000, 2 -> 3
a : -492.0000, 2 -> 2
b : -707.0000, 3 -> 3
c : -657.0000, 3 -> 2
