a : 502.0000, 0 -> 0
b : 691.0000, 0 -> 4
c : -280.0000, 0 -> 1
d : 945.0000, 0 -> 4
a : -230.0000, 1 -> 1
b : 966.0000, 1 -> 2
c : 588.0000, 1 -> 2
d : 616.0000, 1 -> 6
a : -194.0000, 2 -> 3
b : 526.0000, 2 -> 7
c : -715.0000, 2 -> 2
d : 189.0000, 2 -> 3
a : -25.0000, 3 -> 2
b : 685.0000, 3 -> 2
c : 204.0000, 3 -> 6
d : 529.0000, 3 -> 0
a : -704.0000, 4 -> 4
b : 770.0000, 4 -> 4
c : -210.0000, 4 -> 7
d : 596.0000, 4 -> 2
a : 670.0000, 5 -> 5
b : 456.0000, 5 -> 1
c : -7.0000, 5 -> 1
d : -948.0000, 5 -> 2
a : 101.0000, 6 -> 0
b : -551.0000, 6 -> 6
c : -773.0000, 6 -> 0
d : 875.0000, 6 -> 0
a : 541.0000, 7 -> 7
b : -46.0000, 7 -> 7
c : -564.0000, 7 -> 3
d : 163.0000, 7 -> 6
b : -131.0000, 0 -> 2
c : -181.0000, 0 -> 6
d : 93.0000, 1 -> 4
c : 876.0000, 1 -> 5
c : -428.0000, 2 -> 6
b : -298.0000, 2 -> 4
a : -735.0000, 3 -> 6
d : 450.0000, 3 -> 6
a : -668.0000, 4 -> 6
d : 696.0000, 4 -> 1
d : -723.0000, 5 -> 4
b : 906.0000, 5 -> 6
b : 672.0000, 6 -> 7
c : 869.0000, 6 -> 5
b : -791.0000, 7 -> 4
a : 752.0000, 7 -> 2
