a : 43.0000, 0 -> 2
b : -572.0000, 0 -> 7
a : 425.0000, 1 -> 7
b : 191.0000, 1 -> 7
a : 855.0000, 2 -> 3
b : -835.0000, 2 -> 2
a : -895.0000, 3 -> 4
b : 967.0000, 3 -> 2
a : 371.0000, 4 -> 6
b : -871.0000, 4 -> 5
a : 417.0000, 5 -> 2
b : 242.0000, 5 -> 4
a : -981.0000, 6 -> 4
b : -135.0000, 6 -> 3
a : -906.0000, 7 -> 4
b : 41.0000, 7 -> 0
a : 725.0000, 0 -> 5
b : -456.0000, 1 -> 1
a : 857.0000, 2 -> 7
a : -105.0000, 3 -> 3
b : 731.0000, 4 -> 7
b : -824.0000, 5 -> 2
b : 725.0000, 6 -> 1
a : -919.0000, 7 -> 1
