a : 21.0000, 0 -> 2
b : 225.0000, 0 -> 5
c : -96.0000, 0 -> 1
d : 221.0000, 0 -> 3
a : 108.0000, 1 -> 0
b : 903.0000, 1 -> 4
c : 590.0000, 1 -> 0
d : -685.0000, 1 -> 1
a : 165.0000, 2 -> 0
b : -952.0000, 2 -> 4
c : -826.0000, 2 -> 2
d : -26.0000, 2 -> 6
a : 373.0000, 3 -> 1
b : 304.0000, 3 -> 1
c : -541.0000, 3 -> 2
d : -272.0000, 3 -> 1
a : -880.0000, 4 -> 1
b : 298.0000, 4 -> 6
c : 334.0000, 4 -> 5
d : -775.0000, 4 -> 5
a : -298.0000, 5 -> 3
b : 318.0000, 5 -> 3
c : 540.0000, 5 -> 1
d : -502.0000, 5 -> 5
a : 419.0000, 6 -> 4
b : -799.0000, 6 -> 4
c : 796.0000, 6 -> 4
d : 507.0000, 6 -> 1
c : -39.0000, 0 -> 5
b : -620.0000, 0 -> 4
c : 844.0000, 1 -> 4
d : 108.0000, 1 -> 2
a : 520.0000, 2 -> 2
c : 252.0000, 2 -> 5
c : 802.0000, 3 -> 0
d : 220.0000, 3 -> 5
c : 566.0000, 4 -> 2
d : -155.0000, 4 -> 3
d : 230.0000, 5 -> 2
c : 994.0000, 5 -> 0
c : 409.0000, 6 -> 1
d : 872.0000, 6 -> 3
