a : -949.0000, 0 -> 1
b : -544.0000, 0 -> 0
c : 421.0000, 0 -> 2
d : 143.0000, 0 -> 0
a : 385.0000, 1 -> 3
b : 310.0000, 1 -> 2
c : 784.0000, 1 -> 2
d : 825.0000, 1 -> 0
a : -928.0000, 2 -> 2
b : 973.0000, 2 -> 0
c : 87.0000, 2 -> 3
d : -641.0000, 2 -> 1
a : -534.0000, 3 -> 0
b : -481.0000, 3 -> 2
c : 448.0000, 3 -> 2
d : 330.0000, 3 -> 1
a : -898.0000, 0 -> 0
c : 679.0000, 0 -> 0
c : -976.0000, 1 -> 3
c : -979.0000, 1 -> 0
d : -606.0000, 2 -> 2
b : -890.0000, 2 -> 1
b : 716.0000, 3 -> 3
a : -916.0000, 3 -> 2
