a : 622.0000, 0 -> 6
b : 206.0000, 0 -> 6
c : 782.0000, 0 -> 0
a : 761.0000, 1 -> 6
b : -915.0000, 1 -> 0
c : -977.0000, 1 -> 5
a : 977.0000, 2 -> 4
b : -110.0000, 2 -> 3
c : 201.0000, 2 -> 2
a : -699.0000, 3 -> 1
b : -697.0000, 3 -> 6
c : -492.0000, 3 -> 5
a : -751.0000, 4 -> 5
b : 205.0000, 4 -> 2
c : -195.0000, 4 -> 6
a : 370.0000, 5 -> 4
b : -460.0000, 5 -> 5
c : -55.0000, 5 -> 2
a : 373.0000, 6 -> 6
b : -684.0000, 6 -> 3
c : 316.0000, 6 -> 1
b : 101.0000, 0 -> 2
c : -575.0000, 1 -> 2
c : -142.0000, 2 -> 3
a : -998.0000, 3 -> 5
a : -610.0000, 4 -> 0
c : 333.0000, 5 -> 0
a : -436.0000, 6 -> 3
