a : -562.0000, 0 -> 0
b : 95.0000, 0 -> 3
c : -878.0000, 0 -> 2
d : 999.0000, 0 -> 3
a : 153.0000, 1 -> 5
b : -204.0000, 1 -> 4
c : -587.0000, 1 -> 4
d : 299.0000, 1 -> 5
a : -409.0000, 2 -> 6
b : -701.0000, 2 -> 2
c : -71.0000, 2 -> 5
d : -324.0000, 2 -> 3
a : 525.0000, 3 -> 2
b : 196.0000, 3 -> 2
c : -249.0000, 3 -> 0
d : 659.0000, 3 -> 1
a : 145.0000, 4 -> 0
b : 439.0000, 4 -> 3
c : -970.0000, 4 -> 3
d : 954.0000, 4 -> 5
a : 961.0000, 5 -> 0
b : -356.0000, 5 -> 0
c : 134.0000, 5 -> 6
d : 240.0000, 5 -> 5
a : 538.0000, 6 -> 6
b : 774.0000, 6 -> 0
c : -475.0000, 6 -> 0
d : -550.0000, 6 -> 6
d : -345.0000, 0 -> 6
c : -452.0000, 0 -> 0
d : 755.0000, 1 -> 2
d : 188.0000, 1 -> 1
b : 730.0000, 2 -> 5
b : 886.0000, 2 -> 3
c : 281.0000, 3 -> 6
c : -561.0000, 3 -> 1
d : -878.0000, 4 -> 0
d : -452.0000, 4 -> 6
d : 484.0000, 5 -> 3
b : 426.0000, 5 -> 2
b : 615.0000, 6 -> 2
c : 151.0000, 6 -> 4
