a : -90.0000, 0 -> 1
b : 27.0000, 0 -> 0
c : -949.0000, 0 -> 4
a : -80.0000, 1 -> 1
b : -449.0000, 1 -> 3
c : 711.0000, 1 -> 3
a : 861.0000, 2 -> 0
b : 690.0000, 2 -> 1
c : 719.0000, 2 -> 1
a : -356.0000, 3 -> 0
b : -881.0000, 3 -> 3
c : -907.0000, 3 -> 4
a : -457.0000, 4 -> 0
b : -907.0000, 4 -> 0
c : -397.0000, 4 -> 3
a : -496.0000, 5 -> 5
b : -658.0000, 5 -> 1
c : 509.0000, 5 -> 3
b : 266.0000, 0 -> 4
a : 425.0000, 1 -> 5
c : 369.0000, 2 -> 0
c : -237.0000, 3 -> 0
c : -385.0000, 4 -> 0
b : 94.0000, 5 -> 5
a : -129.0000, 4 -> 2
