a : -208.0000, 0 -> 1
b : -88.0000, 0 -> 2
c : -504.0000, 0 -> 2
d : 793.0000, 0 -> 3
a : -150.0000, 1 -> 5
b : -22.0000, 1 -> 5
c : 285.0000, 1 -> 4
d : 726.0000, 1 -> 0
a : 33.0000, 2 -> 0
b : 354.0000, 2 -> 2
c : -424.0000, 2 -> 2
d : -689.0000, 2 -> 6
a : 817.0000, 3 -> 1
b : 451.0000, 3 -> 2
c : 767.0000, 3 -> 0
d : -719.0000, 3 -> 2
a : -55.0000, 4 -> 2
b : 312.0000, 4 -> 1
c : -780.0000, 4 -> 5
d : -354.0000, 4 -> 3
a : -773.0000, 5 -> 0
b : -142.0000, 5 -> 6
c : -167.0000, 5 -> 4
d : -993.0000, 5 -> 5
a : 679.0000, 6 -> 2
b : -980.0000, 6 -> 5
c : 449.0000, 6 -> 4
d : -517.0000, 6 -> 2
c : -515.0000, 0 -> 1
c : -227.0000, 0 -> 4
b : 700.0000, 1 -> 3
b : -225.0000, 1 -> 2
c : -655.0000, 2 -> 5
c : 304.0000, 2 -> 0
a : 429.0000, 3 -> 5
b : 579.0000, 3 -> 6
b : 388.0000, 4 -> 5
c : -198.0000, 4 -> 3
b : -148.0000, 5 -> 3
d : 828.0000, 5 -> 1
b : -645.0000, 6 -> 2
a : 818.0000, 6 -> 5
