a : 959.0000, 0 -> 4
b : 201.0000, 0 -> 4
c : 611.0000, 0 -> 1
a : -458.0000, 1 -> 0
b : 291.0000, 1 -> 1
c : -908.0000, 1 -> 4
a : 731.0000, 2 -> 6
b : -559.0000, 2 -> 0
c : -77.0000, 2 -> 1
a : -205.0000, 3 -> 0
b : 700.0000, 3 -> 7
c : 726.0000, 3 -> 5
a : -307.0000, 4 -> 1
b : -477.0000, 4 -> 5
c : 591.0000, 4 -> 6
a : -502.0000, 5 -> 4
b : 866.0000, 5 -> 2
c : -804.0000, 5 -> 3
a : -528.0000, 6 -> 1
b : -30.0000, 6 -> 4
c : 629.0000, 6 -> 3
a : -870.0000, 7 -> 0
b : 38.0000, 7 -> 0
c : 895.0000, 7 -> 5
a : 844.0000, 0 -> 5
b : 702.0000, 1 -> 4
a : 437.0000, 2 -> 0
a : -265.0000, 3 -> 4
a : -64.0000, 4 -> 6
b : -967.0000, 5 -> 5
a : -279.0000, 6 -> 0
c : -34.0000, 7 -> 1
