a : -70.0000, 0 -> 7
b : -143.0000, 0 -> 1
c : 178.0000, 0 -> 7
d : 211.0000, 0 -> 4
a : 870.0000, 1 -> 0
b : -479.0000, 1 -> 0
c : -766.0000, 1 -> 1
d : 539.0000, 1 -> 5
a : -57.0000, 2 -> 4
b : 885.0000, 2 -> 5
c : 238.0000, 2 -> 5
d : 253.0000, 2 -> 4
a : -589.0000, 3 -> 3
b : 607.0000, 3 -> 2
c : 895.0000, 3 -> 3
d : 23.0000, 3 -> 5
a : 551.0000, 4 -> 0
b : 829.0000, 4 -> 3
c : -466.0000, 4 -> 4
d : 284.0000, 4 -> 0
a : -915.0000, 5 -> 5
b : 190.0000, 5 -> 6
c : -757.0000, 5 -> 7
d : -192.0000, 5 -> 2
a : -116.0000, 6 -> 3
b : -708.0000, 6 -> 2
c : 493.0000, 6 -> 3
d : 568.0000, 6 -> 5
a : 365.0000, 7 -> 7
b : 838.0000, 7 -> 4
c : -455.0000, 7 -> 2
d : -297.0000, 7 -> 0
c : -771.0000, 0 -> 6
b : -195.0000, 0 -> 7
b : -588.0000, 1 -> 5
d : 935.0000, 1 -> 7
c : -485.0000, 2 -> 2
a : -275.0000, 2 -> 1
a : -411.0000, 3 -> 5
d : 752.0000, 3 -> 4
b : 623.0000, 4 -> 4
d : 314.0000, 4 -> 7
b : -210.0000, 5 -> 1
b : 92.0000, 5 -> 4
c : -169.0000, 6 -> 1
c : 508.0000, 6 -> 7
b : -205.0000, 7 -> 7
a : -528.0000, 7 -> 3
