a : -53.0000, 0 -> 1
b : -145.0000, 0 -> 0
c : -359.0000, 0 -> 1
d : -892.0000, 0 -> 3
a : -341.0000, 1 -> 2
b : 207.0000, 1 -> 1
c : 428.0000, 1 -> 3
d : 108.0000, 1 -> 1
a : -649.0000, 2 -> 3
b : 601.0000, 2 -> 2
c : -617.0000, 2 -> 2
d : -963.0000, 2 -> 0
a : 474.0000, 3 -> 2
b : -8.0000, 3 -> 0
c : 66.0000, 3 -> 1
d : 645.0000, 3 -> 1
a : 924.0000, 0 -> 0
c : 164.0000, 0 -> 2
d : 70.0000, 1 -> 2
d : 396.0000, 1 -> 3
d : 229.0000, 2 -> 3
a : -812.0000, 2 -> 0
c : 535.0000, 3 -> 2
a : -475.0000, 3 -> 0
