a : 291.0000, 0 -> 4
b : 963.0000, 0 -> 2
a : 169.0000, 1 -> 1
b : 376.0000, 1 -> 0
a : 719.0000, 2 -> 1
b : -248.0000, 2 -> 4
a : 146.0000, 3 -> 0
b : 335.0000, 3 -> 4
a : 655.0000, 4 -> 7
b : 13.0000, 4 -> 6
a : 647.0000, 5 -> 7
b : 361.0000, 5 -> 6
a : -434.0000, 6 -> 0
b : -414.0000, 6 -> 3
a : 936.0000, 7 -> 1
b : -665.0000, 7 -> 5
b : -765.0000, 0 -> 0
b : -179.0000, 1 -> 5
b : -736.0000, 2 -> 1
b : 232.0000, 3 -> 7
b : 522.0000, 4 -> 2
a : 536.0000, 5 -> 1
a : 783.0000, 6 -> 7
a : -485.0000, 7 -> 5
