a : 560.0000, 0 -> 0
b : -700.0000, 0 -> 3
c : -542.0000, 0 -> 3
d : 215.0000, 0 -> 1
a : -13.0000, 1 -> 1
b : -633.0000, 1 -> 1
c : 141.0000, 1 -> 3
d : -87.0000, 1 -> 1
a : -570.0000, 2 -> 1
b : -305.0000, 2 -> 2
c : -566.0000, 2 -> 2
d : 774.0000, 2 -> 2
a : -74.0000, 3 -> 3
b : -663.0000, 3 -> 0
c : 572.0000, 3 -> 2
d : 437.0000, 3 -> 0
a : -694.0000, 0 -> 2
b : -44.0000, 0 -> 2
c : 250.0000, 1 -> 0
d : 821.0000, 1 -> 2
c : -851.0000, 2 -> 0
b : -7.0000, 2 -> 0
c : 803.0000, 3 -> 1
a : -871.0000, 3 -> 1
