a : -149.0000, 0 -> 2
b : -709.0000, 0 -> 0
c : -778.0000, 0 -> 4
a : 574.0000, 1 -> 5
b : -707.0000, 1 -> 4
c : -232.0000, 1 -> 4
a : 115.0000, 2 -> 1
b : 620.0000, 2 -> 0
c : 654.0000, 2 -> 1
a : -473.0000, 3 -> 0
b : 839.0000, 3 -> 0
c : 518.0000, 3 -> 2
a : -368.0000, 4 -> 1
b : -725.0000, 4 -> 4
c : -72.0000, 4 -> 5
a : 208.0000, 5 -> 1
b : 829.0000, 5 -> 4
c : 167.0000, 5 -> 0
b : -757.0000, 0 -> 1
a : -156.0000, 1 -> 3
a : -746.0000, 2 -> 5
b : 104.0000, 3 -> 3
b : 514.0000, 4 -> 3
b : -450.0000, 5 -> 3
