a : -67.0000, 0 -> 2
b : 60.0000, 0 -> 0
c : -819.0000, 0 -> 3
d : 499.0000, 0 -> 2
a : -790.0000, 1 -> 2
b : 116.0000, 1 -> 5
c : -831.0000, 1 -> 4
d : -540.0000, 1 -> 0
a : -799.0000, 2 -> 4
b : -903.0000, 2 -> 4
c : 761.0000, 2 -> 5
d : -472.0000, 2 -> 6
a : -603.0000, 3 -> 1
b : 637.0000, 3 -> 4
c : 947.0000, 3 -> 6
d : 358.0000, 3 -> 2
a : -354.0000, 4 -> 1
b : 699.0000, 4 -> 6
c : -190.0000, 4 -> 1
d : -104.0000, 4 -> 2
a : -769.0000, 5 -> 1
b : 350.0000, 5 -> 2
c : -115.0000, 5 -> 3
d : -659.0000, 5 -> 1
a : 621.0000, 6 -> 2
b : 411.0000, 6 -> 3
c : -120.0000, 6 -> 4
d : -810.0000, 6 -> 2
a : -146.0000, 0 -> 3
c : 231.0000, 0 -> 5
a : 964.0000, 1 -> 6
d : -946.0000, 1 -> 6
d : -920.0000, 2 -> 4
a : -474.0000, 2 -> 6
a : -243.0000, 3 -> 5
d : 669.0000, 3 -> 0
b : -220.0000, 4 -> 1
a : 785.0000, 4 -> 5
b : -903.0000, 5 -> 1
b : -39.0000, 5 -> 3
d : 243.0000, 6 -> 6
d : -50.0000, 6 -> 5
