a : -768.0000, 0 -> 2
b : -193.0000, 0 -> 1
c : -150.0000, 0 -> 1
d : -913.0000, 0 -> 2
a : 250.0000, 1 -> 2
b : 931.0000, 1 -> 0
c : -23.0000, 1 -> 3
d : 128.0000, 1 -> 3
a : 900.0000, 2 -> 3
b : 147.0000, 2 -> 0
c : -597.0000, 2 -> 0
d : 21.0000, 2 -> 0
a : -496.0000, 3 -> 3
b : -286.0000, 3 -> 4
c : 187.0000, 3 -> 4
d : 613.0000, 3 -> 1
a : -328.0000, 4 -> 4
b : 403.0000, 4 -> 2
c : 965.0000, 4 -> 2
d : 783.0000, 4 -> 0
a : -693.0000, 0 -> 4
d : -424.0000, 0 -> 0
d : -440.0000, 1 -> 4
b : -538.0000, 1 -> 1
d : -882.0000, 2 -> 4
b : -877.0000, 2 -> 2
d : 611.0000, 3 -> 2
b : -601.0000, 3 -> 2
c : -681.0000, 4 -> 0
c : -4.0000, 4 -> 4
