a : -304.0000, 0 -> 1
b : 138.0000, 0 -> 1
c : 618.0000, 0 -> 4
d : 605.0000, 0 -> 2
a : -267.0000, 1 -> 4
b : -537.0000, 1 -> 3
c : 696.0000, 1 -> 4
d : 704.0000, 1 -> 1
a : -858.0000, 2 -> 4
b : 92.0000, 2 -> 3
c : 167.0000, 2 -> 2
d : -719.0000, 2 -> 3
a : -369.0000, 3 -> 0
b : 300.0000, 3 -> 2
c : -957.0000, 3 -> 0
d : 252.0000, 3 -> 3
a : -239.0000, 4 -> 4
b : 189.0000, 4 -> 4
c : 879.0000, 4 -> 0
d : -736.0000, 4 -> 3
c : -332.0000, 0 -> 3
a : 5.0000, 0 -> 2
c : -155.0000, 1 -> 2
b : 337.0000, 1 -> 1
b : -877.0000, 2 -> 0
d : -523.0000, 2 -> 4
d : -587.0000, 3 -> 0
a : -936.0000, 3 -> 1
b : 905.0000, 4 -> 1
b : -497.0000, 4 -> 2
