a : 120.0000, 0 -> 2
b : -784.0000, 0 -> 0
c : 946.0000, 0 -> 2
a : 70.0000, 1 -> 5
b : -911.0000, 1 -> 0
c : -224.0000, 1 -> 3
a : -14.0000, 2 -> 5
b : 704.0000, 2 -> 5
c : -333.0000, 2 -> 3
a : 940.0000, 3 -> 0
b : 306.0000, 3 -> 3
c : -818.0000, 3 -> 5
a : 312.0000, 4 -> 3
b : -809.0000, 4 -> 1
c : 745.0000, 4 -> 1
a : 513.0000, 5 -> 5
b : 116.0000, 5 -> 0
c : -201.0000, 5 -> 1
c : -932.0000, 0 -> 1
c : -350.0000, 1 -> 4
a : 150.0000, 2 -> 2
b : -395.0000, 3 -> 5
c : 560.0000, 4 -> 3
b : -895.0000, 5 -> 2
