a : -213.0000, 0 -> 2
b : -707.0000, 0 -> 3
c : -449.0000, 0 -> 0
d : 951.0000, 0 -> 0
a : 635.0000, 1 -> 3
b : -240.0000, 1 -> 0
c : -285.0000, 1 -> 2
d : -653.0000, 1 -> 3
a : 466.0000, 2 -> 2
b : 380.0000, 2 -> 2
c : 206.0000, 2 -> 0
d : 504.0000, 2 -> 1
a : -757.0000, 3 -> 1
b : -494.0000, 3 -> 0
c : -210.0000, 3 -> 2
d : 437.0000, 3 -> 2
d : 443.0000, 0 -> 2
c : -997.0000, 0 -> 2
b : -228.0000, 1 -> 1
a : 178.0000, 1 -> 0
a : -2.0000, 2 -> 3
a : -278.0000, 2 -> 1
c : -50.0000, 3 -> 3
a : 347.0000, 3 -> 3
