a : -326.0000, 0 -> 1
b : -801.0000, 0 -> 0
c : -645.0000, 0 -> 1
d : -209.0000, 0 -> 0
a : 338.0000, 1 -> 3
b : -460.0000, 1 -> 3
c : -414.0000, 1 -> 1
d : -204.0000, 1 -> 2
a : -611.0000, 2 -> 1
b : 559.0000, 2 -> 0
c : -718.0000, 2 -> 1
d : 269.0000, 2 -> 2
a : -822.0000, 3 -> 0
b : 408.0000, 3 -> 3
c : -20.0000, 3 -> 1
d : 552.0000, 3 -> 2
d : 85.0000, 0 -> 3
b : -166.0000, 0 -> 2
b : 99.0000, 1 -> 0
c : 17.0000, 1 -> 2
d : -167.0000, 2 -> 1
c : 934.0000, 2 -> 3
d : -460.0000, 3 -> 1
d : -616.0000, 3 -> 0
