a : -923.0000, 0 -> 3
b : -826.0000, 0 -> 1
c : -611.0000, 0 -> 0
d : -873.0000, 0 -> 1
a : 656.0000, 1 -> 1
b : -301.0000, 1 -> 0
c : -327.0000, 1 -> 2
d : 108.0000, 1 -> 3
a : -49.0000, 2 -> 2
b : 320.0000, 2 -> 2
c : 250.0000, 2 -> 1
d : 346.0000, 2 -> 2
a : -435.0000, 3 -> 0
b : -670.0000, 3 -> 2
c : 409.0000, 3 -> 2
d : 242.0000, 3 -> 0
d : -208.0000, 0 -> 0
c : 352.0000, 0 -> 1
c : -473.0000, 1 -> 3
d : 425.0000, 1 -> 1
c : -348.0000, 2 -> 2
d : -324.0000, 2 -> 0
a : 654.0000, 3 -> 2
b : -465.0000, 3 -> 0
