a : 511.0000, 0 -> 1
b : -621.0000, 0 -> 1
c : -75.0000, 0 -> 1
d : -513.0000, 0 -> 0
a : 7.0000, 1 -> 1
b : -323.0000, 1 -> 3
c : 731.0000, 1 -> 1
d : 839.0000, 1 -> 1
a : -927.0000, 2 -> 0
b : -733.0000, 2 -> 1
c : -314.0000, 2 -> 3
d : 770.0000, 2 -> 1
a : -587.0000, 3 -> 0
b : 139.0000, 3 -> 3
c : -474.0000, 3 -> 0
d : 346.0000, 3 -> 2
c : 571.0000, 0 -> 2
b : 410.0000, 0 -> 0
c : 438.0000, 1 -> 2
c : 128.0000, 1 -> 3
d : 826.0000, 2 -> 0
d : -89.0000, 2 -> 3
b : -46.0000, 3 -> 2
c : 147.0000, 3 -> 1
