a : 17.0000, 0 -> 1
b : 303.0000, 0 -> 5
a : -302.0000, 1 -> 2
b : -520.0000, 1 -> 4
a : -945.0000, 2 -> 1
b : 920.0000, 2 -> 4
a : 188.0000, 3 -> 7
b : -425.0000, 3 -> 3
a : 280.0000, 4 -> 5
b : 442.0000, 4 -> 4
a : -561.0000, 5 -> 1
b : 997.0000, 5 -> 7
a : -649.0000, 6 -> 0
b : -400.0000, 6 -> 5
a : 696.0000, 7 -> 3
b : 424.0000, 7 -> 6
a : 884.0000, 0 -> 5
a : -473.0000, 1 -> 7
b : 442.0000, 2 -> 5
a : 314.0000, 3 -> 4
b : 115.0000, 4 -> 2
b : -331.0000, 5 -> 3
b : 438.0000, 6 -> 2
a : -561.0000, 7 -> 4
