a : 790.0000, 0 -> 0
b : -15.0000, 0 -> 0
c : 729.0000, 0 -> 1
d : 256.0000, 0 -> 1
a : 318.0000, 1 -> 0
b : 455.0000, 1 -> 0
c : -354.0000, 1 -> 1
d : -612.0000, 1 -> 0
a : -996.0000, 2 -> 0
b : 543.0000, 2 -> 2
c : 113.0000, 2 -> 0
d : 218.0000, 2 -> 2
a : -187.0000, 3 -> 2
b : -283.0000, 3 -> 2
c : -916.0000, 3 -> 0
d : 364.0000, 3 -> 3
a : 969.0000, 0 -> 2
d : -439.0000, 0 -> 3
c : -696.0000, 1 -> 0
c : 175.0000, 1 -> 3
c : -568.0000, 2 -> 2
a : 587.0000, 2 -> 3
c : 619.0000, 3 -> 2
b : -356.0000, 3 -> 0
