a : 499.0000, 0 -> 3
b : -350.0000, 0 -> 6
c : -763.0000, 0 -> 5
a : -238.0000, 1 -> 6
b : 485.0000, 1 -> 5
c : -860.0000, 1 -> 6
a : 918.0000, 2 -> 4
b : 910.0000, 2 -> 1
c : -151.0000, 2 -> 1
a : 848.0000, 3 -> 3
b : 631.0000, 3 -> 4
c : -755.0000, 3 -> 4
a : 747.0000, 4 -> 6
b : -816.0000, 4 -> 0
c : 524.0000, 4 -> 3
a : -405.0000, 5 -> 3
b : 745.0000, 5 -> 4
c : -616.0000, 5 -> 6
a : -637.0000, 6 -> 4
b : -656.0000, 6 -> 2
c : -899.0000, 6 -> 6
b : -957.0000, 0 -> 3
c : 548.0000, 1 -> 2
a : -902.0000, 2 -> 0
b : -125.0000, 3 -> 5
a : 411.0000, 4 -> 0
b : -348.0000, 5 -> 5
c : -686.0000, 6 -> 0
