a : 601.0000, 0 -> 3
b : -691.0000, 0 -> 1
c : 99.0000, 0 -> 3
d : -187.0000, 0 -> 5
a : 650.0000, 1 -> 4
b : 959.0000, 1 -> 1
c : 732.0000, 1 -> 2
d : -811.0000, 1 -> 5
a : -787.0000, 2 -> 3
b : -879.0000, 2 -> 1
c : -208.0000, 2 -> 5
d : 792.0000, 2 -> 5
a : 346.0000, 3 -> 6
b : 335.0000, 3 -> 0
c : -535.0000, 3 -> 5
d : 86.0000, 3 -> 5
a : 835.0000, 4 -> 0
b : -764.0000, 4 -> 5
c : 969.0000, 4 -> 0
d : -670.0000, 4 -> 2
a : -938.0000, 5 -> 4
b : 634.0000, 5 -> 4
c : 253.0000, 5 -> 4
d : -918.0000, 5 -> 0
a : -891.0000, 6 -> 6
b : 453.0000, 6 -> 4
c : -2.0000, 6 -> 4
d : -601.0000, 6 -> 2
a : -87.0000, 0 -> 2
a : 216.0000, 0 -> 1
d : -626.0000, 1 -> 6
c : -623.0000, 1 -> 5
c : -233.0000, 2 -> 1
a : -222.0000, 2 -> 2
d : 684.0000, 3 -> 2
c : 79.0000, 3 -> 0
b : 563.0000, 4 -> 0
b : -788.0000, 4 -> 2
d : -896.0000, 5 -> 4
a : 674.0000, 5 -> 3
c : -888.0000, 6 -> 2
c : -979.0000, 6 -> 3
