a : -517.0000, 0 -> 2
b : 499.0000, 0 -> 0
c : -408.0000, 0 -> 4
d : -277.0000, 0 -> 5
a : -618.0000, 1 -> 0
b : -82.0000, 1 -> 0
c : 823.0000, 1 -> 1
d : 146.0000, 1 -> 2
a : 279.0000, 2 -> 0
b : -318.0000, 2 -> 1
c : -956.0000, 2 -> 5
d : -418.0000, 2 -> 3
a : 863.0000, 3 -> 0
b : -350.0000, 3 -> 5
c : 541.0000, 3 -> 5
d : -895.0000, 3 -> 5
a : -449.0000, 4 -> 2
b : 931.0000, 4 -> 1
c : 627.0000, 4 -> 4
d : -97.0000, 4 -> 2
a : -43.0000, 5 -> 1
b : -283.0000, 5 -> 0
c : 739.0000, 5 -> 5
d : -149.0000, 5 -> 5
b : 272.0000, 0 -> 5
d : -598.0000, 0 -> 3
b : 213.0000, 1 -> 4
c : 91.0000, 1 -> 4
a : -769.0000, 2 -> 1
d : 234.0000, 2 -> 2
b : -97.0000, 3 -> 4
a : -819.0000, 3 -> 1
c : -850.0000, 4 -> 2
a : 829.0000, 4 -> 0
b : 18.0000, 5 -> 3
b : -899.0000, 5 -> 4
