a : -287.0000, 0 -> 3
b : -785.0000, 0 -> 1
c : -780.0000, 0 -> 0
a : -434.0000, 1 -> 1
b : 568.0000, 1 -> 1
c : 670.0000, 1 -> 6
a : 518.0000, 2 -> 6
b : 821.0000, 2 -> 3
c : -989.0000, 2 -> 5
a : 472.0000, 3 -> 6
b : -636.0000, 3 -> 3
c : 735.0000, 3 -> 1
a : -574.0000, 4 -> 0
b : -563.0000, 4 -> 1
c : 356.0000, 4 -> 2
a : 588.0000, 5 -> 5
b : -730.0000, 5 -> 4
c : -301.0000, 5 -> 4
a : 242.0000, 6 -> 1
b : -136.0000, 6 -> 4
c : -757.0000, 6 -> 3
a : -970.0000, 0 -> 0
a : -807.0000, 1 -> 3
a : 177.0000, 2 -> 3
c : 830.0000, 3 -> 6
b : -371.0000, 4 -> 2
a : -294.0000, 5 -> 6
a : 635.0000, 6 -> 4
