a : -750.0000, 0 -> 1
b : -246.0000, 0 -> 0
c : 11.0000, 0 -> 1
d : -42.0000, 0 -> 1
a : 868.0000, 1 -> 2
b : -670.0000, 1 -> 3
c : -329.0000, 1 -> 1
d : -483.0000, 1 -> 0
a : 181.0000, 2 -> 3
b : 792.0000, 2 -> 0
c : 82.0000, 2 -> 1
d : -2.0000, 2 -> 0
a : 619.0000, 3 -> 3
b : -612.0000, 3 -> 0
c : 875.0000, 3 -> 2
d : 299.0000, 3 -> 2
d : 244.0000, 0 -> 0
d : -482.0000, 0 -> 2
b : 312.0000, 1 -> 1
d : 980.0000, 1 -> 1
a : 263.0000, 2 -> 1
c : -645.0000, 2 -> 0
d : 137.0000, 3 -> 0
b : 43.0000, 3 -> 3
