a : 288.0000, 0 -> 1
b : -141.0000, 0 -> 2
c : -931.0000, 0 -> 0
a : 971.0000, 1 -> 1
b : -320.0000, 1 -> 4
c : -916.0000, 1 -> 5
a : 769.0000, 2 -> 3
b : 32.0000, 2 -> 2
c : -379.0000, 2 -> 5
a : 91.0000, 3 -> 0
b : 201.0000, 3 -> 1
c : 375.0000, 3 -> 5
a : 406.0000, 4 -> 4
b : 431.0000, 4 -> 0
c : 799.0000, 4 -> 5
a : 935.0000, 5 -> 3
b : 564.0000, 5 -> 3
c : 386.0000, 5 -> 0
c : -922.0000, 0 -> 2
b : -527.0000, 1 -> 2
c : 625.0000, 2 -> 0
c : 884.0000, 3 -> 4
c : 968.0000, 4 -> 2
a : -678.0000, 5 -> 0
