a : 186.0000, 0 -> 7
b : -746.0000, 0 -> 4
a : -74.0000, 1 -> 3
b : -530.0000, 1 -> 7
a : 332.0000, 2 -> 3
b : -966.0000, 2 -> 5
a : -787.0000, 3 -> 3
b : -406.0000, 3 -> 7
a : 210.0000, 4 -> 6
b : 482.0000, 4 -> 1
a : 265.0000, 5 -> 3
b : 547.0000, 5 -> 7
a : 918.0000, 6 -> 3
b : 702.0000, 6 -> 3
a : -109.0000, 7 -> 4
b : -606.0000, 7 -> 6
b : -498.0000, 0 -> 3
b : 431.0000, 1 -> 1
b : -41.0000, 2 -> 4
b : 253.0000, 3 -> 3
a : 456.0000, 4 -> 5
b : -464.0000, 5 -> 6
a : 664.0000, 6 -> 5
b : 27.0000, 7 -> 2
