a : -60.0000, 0 -> 0
b : -249.0000, 0 -> 0
c : -332.0000, 0 -> 3
a : -882.0000, 1 -> 5
b : 675.0000, 1 -> 1
c : 94.0000, 1 -> 5
a : -880.0000, 2 -> 2
b : 28.0000, 2 -> 4
c : 864.0000, 2 -> 4
a : -400.0000, 3 -> 5
b : -740.0000, 3 -> 3
c : 780.0000, 3 -> 2
a : -40.0000, 4 -> 1
b : 20.0000, 4 -> 5
c : -166.0000, 4 -> 5
a : 65.0000, 5 -> 3
b : -777.0000, 5 -> 4
c : 868.0000, 5 -> 5
b : 636.0000, 0 -> 4
c : 35.0000, 1 -> 0
c : -779.0000, 2 -> 3
c : 813.0000, 3 -> 0
b : 625.0000, 4 -> 3
c : 927.0000, 5 -> 1
