a : 830.0000, 0 -> 1
b : -549.0000, 0 -> 7
a : 609.0000, 1 -> 0
b : 496.0000, 1 -> 7
a : 668.0000, 2 -> 0
b : 851.0000, 2 -> 1
a : 695.0000, 3 -> 6
b : -398.0000, 3 -> 6
a : 390.0000, 4 -> 6
b : -501.0000, 4 -> 3
a : 494.0000, 5 -> 0
b : 384.0000, 5 -> 4
a : -610.0000, 6 -> 6
b : 375.0000, 6 -> 4
a : -695.0000, 7 -> 0
b : 574.0000, 7 -> 2
a : -475.0000, 0 -> 6
a : 376.0000, 1 -> 7
b : -430.0000, 2 -> 7
b : -845.0000, 3 -> 4
b : -622.0000, 4 -> 7
a : -51.0000, 5 -> 5
b : -417.0000, 6 -> 3
a : 67.0000, 7 -> 7
b : 546.0000, 3 -> 5
