a : -290.0000, 0 -> 3
b : 377.0000, 0 -> 6
c : 891.0000, 0 -> 2
a : -461.0000, 1 -> 7
b : -825.0000, 1 -> 3
c : 123.0000, 1 -> 4
a : 691.0000, 2 -> 1
b : 474.0000, 2 -> 5
c : 664.0000, 2 -> 4
a : -736.0000, 3 -> 5
b : -360.0000, 3 -> 4
c : -126.0000, 3 -> 6
a : -263.0000, 4 -> 3
b : 307.0000, 4 -> 4
c : -820.0000, 4 -> 5
a : 712.0000, 5 -> 3
b : 289.0000, 5 -> 4
c : 391.0000, 5 -> 4
a : -415.0000, 6 -> 3
b : -349.0000, 6 -> 2
c : -669.0000, 6 -> 6
a : 856.0000, 7 -> 5
b : -939.0000, 7 -> 7
c : -498.0000, 7 -> 4
c : 239.0000, 0 -> 4
b : 40.0000, 1 -> 7
c : -412.0000, 2 -> 2
c : -190.0000, 3 -> 2
a : 738.0000, 4 -> 2
c : 395.0000, 5 -> 7
b : -782.0000, 6 -> 6
a : -677.0000, 7 -> 7
