a : -451.0000, 0 -> 5
b : -411.0000, 0 -> 4
c : 409.0000, 0 -> 1
d : -628.0000, 0 -> 7
a : -381.0000, 1 -> 7
b : 416.0000, 1 -> 6
c : 392.0000, 1 -> 5
d : 427.0000, 1 -> 7
a : -908.0000, 2 -> 6
b : -586.0000, 2 -> 0
c : 841.0000, 2 -> 3
d : 971.0000, 2 -> 3
a : 105.0000, 3 -> 0
b : -290.0000, 3 -> 4
c : 842.0000, 3 -> 7
d : -589.0000, 3 -> 1
a : -892.0000, 4 -> 0
b : -172.0000, 4 -> 3
c : -114.0000, 4 -> 5
d : 573.0000, 4 -> 7
a : 593.0000, 5 -> 4
b : -665.0000, 5 -> 6
c : 77.0000, 5 -> 2
d : 533.0000, 5 -> 0
a : -90.0000, 6 -> 5
b : 579.0000, 6 -> 7
c : -342.0000, 6 -> 3
d : -625.0000, 6 -> 1
a : 601.0000, 7 -> 2
b : -425.0000, 7 -> 4
c : -355.0000, 7 -> 3
d : -364.0000, 7 -> 0
a : 488.0000, 0 -> 2
b : 831.0000, 0 -> 0
b : -172.0000, 1 -> 4
b : -524.0000, 1 -> 5
b : 952.0000, 2 -> 2
b : 228.0000, 2 -> 1
b : -523.0000, 3 -> 2
a : -870.0000, 3 -> 1
c : -633.0000, 4 -> 4
a : 293.0000, 4 -> 3
b : 895.0000, 5 -> 4
a : -492.0000, 5 -> 7
a : -102.0000, 6 -> 7
b : -220.0000, 6 -> 4
a : 477.0000, 7 -> 7
b : -508.0000, 7 -> 6
