a : -855.0000, 0 -> 3
b : -807.0000, 0 -> 3
c : 398.0000, 0 -> 3
d : 786.0000, 0 -> 0
a : 703.0000, 1 -> 4
b : -786.0000, 1 -> 0
c : 462.0000, 1 -> 2
d : -609.0000, 1 -> 3
a : 887.0000, 2 -> 1
b : -360.0000, 2 -> 1
c : 801.0000, 2 -> 4
d : -855.0000, 2 -> 4
a : -871.0000, 3 -> 0
b : 824.0000, 3 -> 1
c : 409.0000, 3 -> 0
d : 653.0000, 3 -> 1
a : -757.0000, 4 -> 2
b : -828.0000, 4 -> 0
c : -125.0000, 4 -> 4
d : -563.0000, 4 -> 0
a : 838.0000, 0 -> 2
d : 850.0000, 0 -> 4
c : 450.0000, 1 -> 4
b : -798.0000, 1 -> 1
b : 712.0000, 2 -> 0
d : -769.0000, 2 -> 3
d : -170.0000, 3 -> 4
a : -150.0000, 3 -> 2
b : -588.0000, 4 -> 2
d : -449.0000, 4 -> 3
