a : 52.0000, 0 -> 2
b : 356.0000, 0 -> 3
c : -1000.0000, 0 -> 1
d : 706.0000, 0 -> 3
a : -654.0000, 1 -> 2
b : 397.0000, 1 -> 3
c : 911.0000, 1 -> 1
d : -584.0000, 1 -> 0
a : -819.0000, 2 -> 2
b : -829.0000, 2 -> 2
c : 658.0000, 2 -> 0
d : -315.0000, 2 -> 0
a : -923.0000, 3 -> 0
b : 562.0000, 3 -> 0
c : 28.0000, 3 -> 1
d : 231.0000, 3 -> 0
c : -767.0000, 0 -> 2
b : -87.0000, 0 -> 0
c : -969.0000, 1 -> 3
b : 107.0000, 1 -> 1
a : -292.0000, 2 -> 3
b : 5.0000, 2 -> 1
c : -316.0000, 3 -> 0
a : 347.0000, 3 -> 3
