a : 240.0000, 0 -> 3
b : -51.0000, 0 -> 4
c : 973.0000, 0 -> 6
d : 365.0000, 0 -> 4
a : -951.0000, 1 -> 2
b : -794.0000, 1 -> 2
c : -491.0000, 1 -> 6
d : 977.0000, 1 -> 0
a : -901.0000, 2 -> 3
b : -80.0000, 2 -> 1
c : 300.0000, 2 -> 6
d : -743.0000, 2 -> 5
a : 886.0000, 3 -> 5
b : -776.0000, 3 -> 3
c : -410.0000, 3 -> 4
d : 924.0000, 3 -> 0
a : 42.0000, 4 -> 5
b : 463.0000, 4 -> 2
c : 368.0000, 4 -> 4
d : 233.0000, 4 -> 1
a : -448.0000, 5 -> 6
b : -429.0000, 5 -> 0
c : 604.0000, 5 -> 5
d : -374.0000, 5 -> 5
a : 525.0000, 6 -> 1
b : -194.0000, 6 -> 5
c : -439.0000, 6 -> 0
d : 574.0000, 6 -> 6
d : -381.0000, 0 -> 3
a : -769.0000, 0 -> 6
a : -811.0000, 1 -> 4
d : -314.0000, 1 -> 4
c : -437.0000, 2 -> 3
d : 561.0000, 2 -> 2
a : 769.0000, 3 -> 3
b : 989.0000, 3 -> 6
a : 2.0000, 4 -> 1
c : -351.0000, 4 -> 6
d : -964.0000, 5 -> 6
a : 961.0000, 5 -> 5
b : -106.0000, 6 -> 6
a : 676.0000, 6 -> 6
