a : 181.0000, 0 -> 1
b : 112.0000, 0 -> 4
c : 370.0000, 0 -> 1
d : 694.0000, 0 -> 6
a : 584.0000, 1 -> 6
b : -192.0000, 1 -> 2
c : -543.0000, 1 -> 2
d : -771.0000, 1 -> 6
a : 275.0000, 2 -> 0
b : 617.0000, 2 -> 6
c : -787.0000, 2 -> 5
d : -364.0000, 2 -> 3
a : -727.0000, 3 -> 2
b : -790.0000, 3 -> 0
c : 929.0000, 3 -> 2
d : -180.0000, 3 -> 6
a : -12.0000, 4 -> 0
b : -969.0000, 4 -> 4
c : -542.0000, 4 -> 2
d : -392.0000, 4 -> 6
a : -42.0000, 5 -> 4
b : 738.0000, 5 -> 1
c : 399.0000, 5 -> 6
d : -262.0000, 5 -> 6
a : 92.0000, 6 -> 5
b : 168.0000, 6 -> 0
c : 24.0000, 6 -> 5
d : 540.0000, 6 -> 5
c : -43.0000, 0 -> 6
d : -680.0000, 0 -> 5
a : -84.0000, 1 -> 5
a : 81.0000, 1 -> 3
a : -396.0000, 2 -> 1
c : 295.0000, 2 -> 4
b : -262.0000, 3 -> 3
c : 745.0000, 3 -> 5
b : -952.0000, 4 -> 3
d : -666.0000, 4 -> 4
c : -233.0000, 5 -> 4
b : 63.0000, 5 -> 5
c : -968.0000, 6 -> 0
c : -475.0000, 6 -> 3
