a : 671.0000, 0 -> 5
b : -499.0000, 0 -> 1
c : -491.0000, 0 -> 4
d : 228.0000, 0 -> 0
a : -500.0000, 1 -> 5
b : 9.0000, 1 -> 4
c : -137.0000, 1 -> 1
d : -803.0000, 1 -> 5
a : -922.0000, 2 -> 2
b : -692.0000, 2 -> 2
c : -109.0000, 2 -> 4
d : 544.0000, 2 -> 0
a : -985.0000, 3 -> 3
b : 93.0000, 3 -> 4
c : 922.0000, 3 -> 2
d : 640.0000, 3 -> 4
a : 388.0000, 4 -> 5
b : -651.0000, 4 -> 5
c : 548.0000, 4 -> 5
d : 322.0000, 4 -> 1
a : -307.0000, 5 -> 0
b : -780.0000, 5 -> 5
c : -736.0000, 5 -> 4
d : 111.0000, 5 -> 1
b : -711.0000, 0 -> 5
d : 158.0000, 0 -> 2
a : -887.0000, 1 -> 3
d : -890.0000, 1 -> 3
a : 252.0000, 2 -> 5
b : -526.0000, 2 -> 0
d : 108.0000, 3 -> 5
b : 903.0000, 3 -> 1
d : 749.0000, 4 -> 3
c : -508.0000, 4 -> 2
c : -345.0000, 5 -> 2
c : 422.0000, 5 -> 0
