a : -547.0000, 0 -> 0
b : -701.0000, 0 -> 0
c : -732.0000, 0 -> 2
d : -78.0000, 0 -> 2
a : -854.0000, 1 -> 4
b : -743.0000, 1 -> 4
c : 461.0000, 1 -> 0
d : -782.0000, 1 -> 1
a : 856.0000, 2 -> 1
b : -664.0000, 2 -> 3
c : -952.0000, 2 -> 0
d : 102.0000, 2 -> 4
a : 633.0000, 3 -> 4
b : -211.0000, 3 -> 0
c : 748.0000, 3 -> 3
d : -306.0000, 3 -> 4
a : -308.0000, 4 -> 4
b : 592.0000, 4 -> 2
c : -456.0000, 4 -> 3
d : -517.0000, 4 -> 4
b : 377.0000, 0 -> 1
d : -653.0000, 0 -> 3
c : -907.0000, 1 -> 3
a : -599.0000, 1 -> 2
c : 552.0000, 2 -> 3
a : -318.0000, 2 -> 3
a : -329.0000, 3 -> 3
c : -395.0000, 3 -> 2
a : 909.0000, 4 -> 0
b : 219.0000, 4 -> 4
