a : 981.0000, 0 -> 0
b : 413.0000, 0 -> 3
c : 641.0000, 0 -> 1
d : -462.0000, 0 -> 4
a : -487.0000, 1 -> 1
b : 758.0000, 1 -> 2
c : -741.0000, 1 -> 0
d : -281.0000, 1 -> 4
a : -672.0000, 2 -> 2
b : 320.0000, 2 -> 0
c : -857.0000, 2 -> 4
d : -54.0000, 2 -> 4
a : -99.0000, 3 -> 0
b : -737.0000, 3 -> 4
c : -539.0000, 3 -> 1
d : -330.0000, 3 -> 3
a : 69.0000, 4 -> 2
b : -888.0000, 4 -> 2
c : 726.0000, 4 -> 3
d : 293.0000, 4 -> 3
d : 752.0000, 0 -> 3
c : 160.0000, 0 -> 4
b : -878.0000, 1 -> 0
a : -288.0000, 1 -> 0
b : -684.0000, 2 -> 2
a : -368.0000, 2 -> 0
a : -320.0000, 3 -> 1
b : -226.0000, 3 -> 0
b : -79.0000, 4 -> 4
d : -713.0000, 4 -> 0
