a : 750.0000, 0 -> 0
b : -822.0000, 0 -> 5
c : -298.0000, 0 -> 2
a : -472.0000, 1 -> 5
b : -956.0000, 1 -> 3
c : 363.0000, 1 -> 0
a : 55.0000, 2 -> 4
b : 647.0000, 2 -> 5
c : 191.0000, 2 -> 2
a : -524.0000, 3 -> 2
b : 263.0000, 3 -> 2
c : -805.0000, 3 -> 4
a : -521.0000, 4 -> 1
b : 267.0000, 4 -> 4
c : 990.0000, 4 -> 1
a : -700.0000, 5 -> 4
b : -615.0000, 5 -> 0
c : -204.0000, 5 -> 1
b : 768.0000, 0 -> 2
c : -914.0000, 1 -> 1
a : 803.0000, 2 -> 2
b : -749.0000, 3 -> 3
b : 656.0000, 4 -> 2
c : -600.0000, 5 -> 2
