a : 651.0000, 0 -> 6
b : 495.0000, 0 -> 7
c : -372.0000, 0 -> 7
d : 471.0000, 0 -> 6
a : -607.0000, 1 -> 4
b : 949.0000, 1 -> 5
c : -239.0000, 1 -> 4
d : 747.0000, 1 -> 6
a : 217.0000, 2 -> 4
b : -467.0000, 2 -> 1
c : -287.0000, 2 -> 2
d : 253.0000, 2 -> 3
a : 714.0000, 3 -> 6
b : -510.0000, 3 -> 6
c : 243.0000, 3 -> 1
d : -324.0000, 3 -> 4
a : -113.0000, 4 -> 3
b : -525.0000, 4 -> 4
c : -460.0000, 4 -> 6
d : 322.0000, 4 -> 7
a : -48.0000, 5 -> 2
b : 338.0000, 5 -> 4
c : -421.0000, 5 -> 4
d : 839.0000, 5 -> 1
a : -783.0000, 6 -> 4
b : -311.0000, 6 -> 3
c : -218.0000, 6 -> 5
d : 624.0000, 6 -> 3
a : -257.0000, 7 -> 4
b : 465.0000, 7 -> 5
c : -892.0000, 7 -> 4
d : -68.0000, 7 -> 1
a : 218.0000, 0 -> 1
a : 680.0000, 0 -> 0
a : 764.0000, 1 -> 1
a : -204.0000, 1 -> 7
a : 503.0000, 2 -> 1
b : 903.0000, 2 -> 7
c : -38.0000, 3 -> 5
d : 208.0000, 3 -> 1
b : -461.0000, 4 -> 2
d : 493.0000, 4 -> 1
d : 90.0000, 5 -> 6
c : 170.0000, 5 -> 7
a : -389.0000, 6 -> 2
a : -786.0000, 6 -> 0
d : 457.0000, 7 -> 4
b : 242.0000, 7 -> 3
