a : 106.0000, 0 -> 0
b : -301.0000, 0 -> 0
c : 473.0000, 0 -> 6
a : 5.0000, 1 -> 6
b : -403.0000, 1 -> 5
c : 417.0000, 1 -> 5
a : 649.0000, 2 -> 2
b : 913.0000, 2 -> 4
c : 303.0000, 2 -> 6
a : 527.0000, 3 -> 1
b : -577.0000, 3 -> 3
c : -286.0000, 3 -> 6
a : -337.0000, 4 -> 3
b : -68.0000, 4 -> 4
c : -554.0000, 4 -> 4
a : 19.0000, 5 -> 3
b : -474.0000, 5 -> 5
c : -649.0000, 5 -> 5
a : 781.0000, 6 -> 6
b : 523.0000, 6 -> 0
c : 483.0000, 6 -> 3
c : -664.0000, 0 -> 5
b : -534.0000, 1 -> 4
a : -119.0000, 2 -> 3
c : -428.0000, 3 -> 2
a : -974.0000, 4 -> 1
c : -131.0000, 5 -> 2
a : 15.0000, 6 -> 2
