a : 982.0000, 0 -> 4
b : -148.0000, 0 -> 4
c : -442.0000, 0 -> 4
d : -905.0000, 0 -> 3
a : 183.0000, 1 -> 1
b : 644.0000, 1 -> 3
c : -309.0000, 1 -> 1
d : -495.0000, 1 -> 4
a : -355.0000, 2 -> 1
b : -971.0000, 2 -> 3
c : 976.0000, 2 -> 2
d : 814.0000, 2 -> 0
a : -47.0000, 3 -> 1
b : -831.0000, 3 -> 3
c : -542.0000, 3 -> 2
d : -348.0000, 3 -> 3
a : -291.0000, 4 -> 3
b : -608.0000, 4 -> 0
c : -987.0000, 4 -> 3
d : -963.0000, 4 -> 1
b : 101.0000, 0 -> 2
a : -286.0000, 0 -> 3
c : 755.0000, 1 -> 3
d : 161.0000, 1 -> 1
c : -428.0000, 2 -> 1
c : 632.0000, 2 -> 4
b : -622.0000, 3 -> 0
a : -468.0000, 3 -> 2
a : 625.0000, 4 -> 0
a : 669.0000, 4 -> 1
