a : 508.0000, 0 -> 3
b : -587.0000, 0 -> 5
c : -199.0000, 0 -> 1
d : 212.0000, 0 -> 5
a : -67.0000, 1 -> 6
b : -364.0000, 1 -> 6
c : 34.0000, 1 -> 2
d : 760.0000, 1 -> 6
a : 93.0000, 2 -> 4
b : -148.0000, 2 -> 5
c : 154.0000, 2 -> 4
d : -161.0000, 2 -> 6
a : 282.0000, 3 -> 7
b : -768.0000, 3 -> 6
c : -564.0000, 3 -> 0
d : 228.0000, 3 -> 7
a : 726.0000, 4 -> 2
b : 297.0000, 4 -> 1
c : -928.0000, 4 -> 1
d : 668.0000, 4 -> 0
a : 647.0000, 5 -> 7
b : -382.0000, 5 -> 2
c : 469.0000, 5 -> 6
d : 544.0000, 5 -> 0
a : 343.0000, 6 -> 3
b : -680.0000, 6 -> 2
c : -100.0000, 6 -> 6
d : 765.0000, 6 -> 6
a : -683.0000, 7 -> 7
b : 248.0000, 7 -> 2
c : 528.0000, 7 -> 1
d : -611.0000, 7 -> 1
a : 863.0000, 0 -> 7
c : 69.0000, 0 -> 2
d : 905.0000, 1 -> 7
b : 917.0000, 1 -> 1
d : 178.0000, 2 -> 2
d : -775.0000, 2 -> 7
a : -735.0000, 3 -> 4
c : 843.0000, 3 -> 5
c : 61.0000, 4 -> 7
d : -121.0000, 4 -> 2
b : 94.0000, 5 -> 4
b : -867.0000, 5 -> 0
a : 977.0000, 6 -> 2
a : 366.0000, 6 -> 6
d : -984.0000, 7 -> 0
b : 388.0000, 7 -> 4
