a : -766.0000, 0 -> 5
b : -600.0000, 0 -> 5
c : 860.0000, 0 -> 6
a : 936.0000, 1 -> 0
b : -294.0000, 1 -> 5
c : -391.0000, 1 -> 2
a : 533.0000, 2 -> 1
b : 120.0000, 2 -> 6
c : -626.0000, 2 -> 1
a : 89.0000, 3 -> 4
b : -229.0000, 3 -> 2
c : 179.0000, 3 -> 0
a : -869.0000, 4 -> 4
b : 806.0000, 4 -> 0
c : 257.0000, 4 -> 4
a : -342.0000, 5 -> 1
b : -862.0000, 5 -> 6
c : -119.0000, 5 -> 5
a : 574.0000, 6 -> 4
b : -529.0000, 6 -> 4
c : 896.0000, 6 -> 1
b : -837.0000, 0 -> 4
b : -778.0000, 1 -> 3
a : 227.0000, 2 -> 5
b : 624.0000, 3 -> 6
a : 164.0000, 4 -> 3
c : -198.0000, 5 -> 6
c : 544.0000, 6 -> 5
