a : -529.0000, 0 -> 0
b : 413.0000, 0 -> 0
c : 191.0000, 0 -> 3
d : 435.0000, 0 -> 1
a : 253.0000, 1 -> 2
b : -136.0000, 1 -> 1
c : -989.0000, 1 -> 2
d : -400.0000, 1 -> 0
a : 497.0000, 2 -> 0
b : -246.0000, 2 -> 0
c : -895.0000, 2 -> 3
d : 564.0000, 2 -> 1
a : -883.0000, 3 -> 0
b : 666.0000, 3 -> 1
c : 851.0000, 3 -> 0
d : -187.0000, 3 -> 3
a : -982.0000, 0 -> 2
c : -785.0000, 0 -> 1
b : 803.0000, 1 -> 2
b : 179.0000, 1 -> 0
d : 885.0000, 2 -> 2
a : -177.0000, 2 -> 1
b : -488.0000, 3 -> 3
a : 830.0000, 3 -> 2
