a : -159.0000, 0 -> 5
b : -1.0000, 0 -> 0
c : -653.0000, 0 -> 5
a : 940.0000, 1 -> 1
b : -559.0000, 1 -> 5
c : 80.0000, 1 -> 2
a : 100.0000, 2 -> 0
b : 407.0000, 2 -> 4
c : -819.0000, 2 -> 3
a : 483.0000, 3 -> 3
b : 392.0000, 3 -> 1
c : -577.0000, 3 -> 4
a : -57.0000, 4 -> 4
b : 573.0000, 4 -> 4
c : -310.0000, 4 -> 5
a : -606.0000, 5 -> 4
b : -653.0000, 5 -> 5
c : 934.0000, 5 -> 4
b : 721.0000, 0 -> 5
c : 291.0000, 1 -> 3
a : 885.0000, 2 -> 5
c : -263.0000, 3 -> 5
c : 792.0000, 4 -> 2
a : 143.0000, 5 -> 0
