a : -155.0000, 0 -> 1
b : -906.0000, 0 -> 4
c : 28.0000, 0 -> 4
a : -71.0000, 1 -> 7
b : 103.0000, 1 -> 5
c : -940.0000, 1 -> 7
a : -734.0000, 2 -> 3
b : 221.0000, 2 -> 1
c : -375.0000, 2 -> 4
a : 614.0000, 3 -> 6
b : 202.0000, 3 -> 5
c : 1000.0000, 3 -> 0
a : -273.0000, 4 -> 5
b : -232.0000, 4 -> 7
c : 656.0000, 4 -> 5
a : 293.0000, 5 -> 4
b : 558.0000, 5 -> 6
c : 907.0000, 5 -> 6
a : 888.0000, 6 -> 5
b : 670.0000, 6 -> 1
c : 406.0000, 6 -> 3
a : 975.0000, 7 -> 2
b : 863.0000, 7 -> 6
c : 775.0000, 7 -> 7
b : 256.0000, 0 -> 1
b : 78.0000, 1 -> 1
c : -583.0000, 2 -> 7
b : -250.0000, 3 -> 7
c : -345.0000, 4 -> 4
b : -67.0000, 5 -> 7
a : 715.0000, 6 -> 0
b : 596.0000, 7 -> 1
