a : -490.0000, 0 -> 3
b : -148.0000, 0 -> 0
c : 657.0000, 0 -> 4
d : -682.0000, 0 -> 4
a : 775.0000, 1 -> 0
b : 372.0000, 1 -> 1
c : 598.0000, 1 -> 1
d : -116.0000, 1 -> 2
a : 90.0000, 2 -> 5
b : -142.0000, 2 -> 1
c : -780.0000, 2 -> 5
d : 680.0000, 2 -> 2
a : 363.0000, 3 -> 4
b : 390.0000, 3 -> 0
c : -502.0000, 3 -> 0
d : 239.0000, 3 -> 0
a : -755.0000, 4 -> 4
b : 641.0000, 4 -> 5
c : -726.0000, 4 -> 2
d : -724.0000, 4 -> 1
a : 849.0000, 5 -> 4
b : 61.0000, 5 -> 3
c : 679.0000, 5 -> 0
d : 960.0000, 5 -> 3
d : 425.0000, 0 -> 0
a : 77.0000, 0 -> 5
b : -155.0000, 1 -> 3
a : -274.0000, 1 -> 4
c : -781.0000, 2 -> 3
c : 770.0000, 2 -> 1
a : 84.0000, 3 -> 3
b : 466.0000, 3 -> 1
d : -189.0000, 4 -> 5
b : 10.0000, 4 -> 1
a : -336.0000, 5 -> 1
b : 429.0000, 5 -> 2
