a : 256.0000, 0 -> 4
b : 128.0000, 0 -> 3
c : 273.0000, 0 -> 2
a : 346.0000, 1 -> 6
b : 334.0000, 1 -> 6
c : -701.0000, 1 -> 6
a : 578.0000, 2 -> 4
b : 724.0000, 2 -> 2
c : -249.0000, 2 -> 1
a : -860.0000, 3 -> 5
b : -988.0000, 3 -> 5
c : -608.0000, 3 -> 6
a : -741.0000, 4 -> 1
b : -389.0000, 4 -> 1
c : -514.0000, 4 -> 5
a : 88.0000, 5 -> 1
b : -656.0000, 5 -> 1
c : 23.0000, 5 -> 0
a : 352.0000, 6 -> 3
b : 934.0000, 6 -> 5
c : -368.0000, 6 -> 3
c : 881.0000, 0 -> 6
b : 995.0000, 1 -> 0
b : -80.0000, 2 -> 6
a : 299.0000, 3 -> 3
b : 884.0000, 4 -> 5
c : 634.0000, 5 -> 5
b : -915.0000, 6 -> 2
