a : -767.0000, 0 -> 3
b : -61.0000, 0 -> 1
c : 875.0000, 0 -> 2
a : 933.0000, 1 -> 5
b : 19.0000, 1 -> 3
c : -550.0000, 1 -> 4
a : -187.0000, 2 -> 1
b : -336.0000, 2 -> 2
c : -151.0000, 2 -> 2
a : 733.0000, 3 -> 5
b : 404.0000, 3 -> 3
c : 477.0000, 3 -> 4
a : 812.0000, 4 -> 0
b : 137.0000, 4 -> 4
c : -401.0000, 4 -> 5
a : 672.0000, 5 -> 4
b : -146.0000, 5 -> 2
c : -305.0000, 5 -> 2
a : 259.0000, 6 -> 2
b : 447.0000, 6 -> 1
c : 467.0000, 6 -> 5
c : -326.0000, 0 -> 0
c : -87.0000, 1 -> 6
a : 624.0000, 2 -> 3
a : 620.0000, 3 -> 6
b : 872.0000, 4 -> 6
c : -307.0000, 5 -> 4
c : 672.0000, 6 -> 1
